Date,Total Cases,New Cases,Total Deaths,New Deaths
03/10/2020 12:00:00 AM,0,0,0,0
03/11/2020 12:00:00 AM,0,0,0,0
03/12/2020 12:00:00 AM,0,0,0,0
03/13/2020 12:00:00 AM,0,0,0,0
03/14/2020 12:00:00 AM,1,1,0,0
03/15/2020 12:00:00 AM,2,1,0,0
03/16/2020 12:00:00 AM,6,4,0,0
03/17/2020 12:00:00 AM,9,3,0,0
03/18/2020 12:00:00 AM,12,3,0,0
03/19/2020 12:00:00 AM,22,10,0,0
03/20/2020 12:00:00 AM,36,14,0,0
03/21/2020 12:00:00 AM,41,5,0,0
03/22/2020 12:00:00 AM,42,1,0,0
03/23/2020 12:00:00 AM,54,12,0,0
03/24/2020 12:00:00 AM,70,16,0,0
03/25/2020 12:00:00 AM,87,17,0,0
03/26/2020 12:00:00 AM,99,12,0,0
03/27/2020 12:00:00 AM,112,13,0,0
03/28/2020 12:00:00 AM,122,10,0,0
03/29/2020 12:00:00 AM,127,5,0,0
03/30/2020 12:00:00 AM,147,20,1,1
03/31/2020 12:00:00 AM,169,22,1,0
04/01/2020 12:00:00 AM,191,22,1,0
04/02/2020 12:00:00 AM,214,23,2,1
04/03/2020 12:00:00 AM,235,21,4,2
04/04/2020 12:00:00 AM,249,14,5,1
04/05/2020 12:00:00 AM,259,10,8,3
04/06/2020 12:00:00 AM,282,23,8,0
04/07/2020 12:00:00 AM,302,20,9,1
04/08/2020 12:00:00 AM,317,15,9,0
04/09/2020 12:00:00 AM,337,20,9,0
04/10/2020 12:00:00 AM,351,14,9,0
04/11/2020 12:00:00 AM,357,6,9,0
04/12/2020 12:00:00 AM,359,2,9,0
04/13/2020 12:00:00 AM,380,21,11,2
04/14/2020 12:00:00 AM,395,15,12,1
04/15/2020 12:00:00 AM,408,13,12,0
04/16/2020 12:00:00 AM,421,13,12,0
04/17/2020 12:00:00 AM,431,10,13,1
04/18/2020 12:00:00 AM,436,5,13,0
04/19/2020 12:00:00 AM,440,4,13,0
04/20/2020 12:00:00 AM,459,19,13,0
04/21/2020 12:00:00 AM,476,17,15,2
04/22/2020 12:00:00 AM,488,12,15,0
04/23/2020 12:00:00 AM,500,12,16,1
04/24/2020 12:00:00 AM,512,12,16,0
04/25/2020 12:00:00 AM,518,6,16,0
04/26/2020 12:00:00 AM,521,3,16,0
04/27/2020 12:00:00 AM,560,39,16,0
04/28/2020 12:00:00 AM,597,37,16,0
04/29/2020 12:00:00 AM,642,45,16,0
04/30/2020 12:00:00 AM,672,30,16,0
05/01/2020 12:00:00 AM,687,15,16,0
05/02/2020 12:00:00 AM,697,10,17,1
05/03/2020 12:00:00 AM,703,6,17,0
05/04/2020 12:00:00 AM,732,29,17,0
05/05/2020 12:00:00 AM,758,26,17,0
05/06/2020 12:00:00 AM,775,17,17,0
05/07/2020 12:00:00 AM,787,12,17,0
05/08/2020 12:00:00 AM,802,15,17,0
05/09/2020 12:00:00 AM,812,10,17,0
05/10/2020 12:00:00 AM,817,5,17,0
05/11/2020 12:00:00 AM,839,22,17,0
05/12/2020 12:00:00 AM,853,14,18,1
05/13/2020 12:00:00 AM,882,29,19,1
05/14/2020 12:00:00 AM,902,20,19,0
05/15/2020 12:00:00 AM,917,15,19,0
05/16/2020 12:00:00 AM,929,12,21,2
05/17/2020 12:00:00 AM,938,9,21,0
05/18/2020 12:00:00 AM,977,39,22,1
05/19/2020 12:00:00 AM,1005,28,22,0
05/20/2020 12:00:00 AM,1030,25,22,0
05/21/2020 12:00:00 AM,1066,36,22,0
05/22/2020 12:00:00 AM,1090,24,22,0
05/23/2020 12:00:00 AM,1095,5,23,1
05/24/2020 12:00:00 AM,1106,11,25,2
05/25/2020 12:00:00 AM,1113,7,25,0
05/26/2020 12:00:00 AM,1142,29,25,0
05/27/2020 12:00:00 AM,1183,41,25,0
05/28/2020 12:00:00 AM,1213,30,26,1
05/29/2020 12:00:00 AM,1255,42,26,0
05/30/2020 12:00:00 AM,1361,106,26,0
05/31/2020 12:00:00 AM,1436,75,28,2
06/01/2020 12:00:00 AM,1467,31,29,1
06/02/2020 12:00:00 AM,1499,32,29,0
06/03/2020 12:00:00 AM,1536,37,30,1
06/04/2020 12:00:00 AM,1565,29,30,0
06/05/2020 12:00:00 AM,1615,50,30,0
06/06/2020 12:00:00 AM,1631,16,31,1
06/07/2020 12:00:00 AM,1639,8,32,1
06/08/2020 12:00:00 AM,1682,43,32,0
06/09/2020 12:00:00 AM,1727,45,32,0
06/10/2020 12:00:00 AM,1753,26,32,0
06/11/2020 12:00:00 AM,1780,27,32,0
06/12/2020 12:00:00 AM,1826,46,32,0
06/13/2020 12:00:00 AM,1837,11,32,0
06/14/2020 12:00:00 AM,1853,16,32,0
06/15/2020 12:00:00 AM,1892,39,32,0
06/16/2020 12:00:00 AM,1947,55,32,0
06/17/2020 12:00:00 AM,1999,52,32,0
06/18/2020 12:00:00 AM,2059,60,32,0
06/19/2020 12:00:00 AM,2109,50,32,0
06/20/2020 12:00:00 AM,2131,22,33,1
06/21/2020 12:00:00 AM,2155,24,34,1
06/22/2020 12:00:00 AM,2226,71,35,1
06/23/2020 12:00:00 AM,2291,65,35,0
06/24/2020 12:00:00 AM,2403,112,36,1
06/25/2020 12:00:00 AM,2480,77,36,0
06/26/2020 12:00:00 AM,2559,79,36,0
06/27/2020 12:00:00 AM,2599,40,37,1
06/28/2020 12:00:00 AM,2627,28,38,1
06/29/2020 12:00:00 AM,2730,103,38,0
06/30/2020 12:00:00 AM,2861,131,38,0
07/01/2020 12:00:00 AM,2970,109,38,0
07/02/2020 12:00:00 AM,3083,113,38,0
07/03/2020 12:00:00 AM,3152,69,39,1
07/04/2020 12:00:00 AM,3175,23,39,0
07/05/2020 12:00:00 AM,3220,45,39,0
07/06/2020 12:00:00 AM,3349,129,41,2
07/07/2020 12:00:00 AM,3501,152,42,1
07/08/2020 12:00:00 AM,3634,133,43,1
07/09/2020 12:00:00 AM,3788,154,45,2
07/10/2020 12:00:00 AM,3912,124,45,0
07/11/2020 12:00:00 AM,3996,84,45,0
07/12/2020 12:00:00 AM,4039,43,48,3
07/13/2020 12:00:00 AM,4204,165,53,5
07/14/2020 12:00:00 AM,4395,191,53,0
07/15/2020 12:00:00 AM,4578,183,53,0
07/16/2020 12:00:00 AM,4702,124,53,0
07/17/2020 12:00:00 AM,4823,121,54,1
07/18/2020 12:00:00 AM,4900,77,57,3
07/19/2020 12:00:00 AM,4938,38,58,1
07/20/2020 12:00:00 AM,5056,118,60,2
07/21/2020 12:00:00 AM,5208,152,62,2
07/22/2020 12:00:00 AM,5321,113,63,1
07/23/2020 12:00:00 AM,5467,146,67,4
07/24/2020 12:00:00 AM,5582,115,69,2
07/25/2020 12:00:00 AM,5639,57,70,1
07/26/2020 12:00:00 AM,5684,45,71,1
07/27/2020 12:00:00 AM,5814,130,72,1
07/28/2020 12:00:00 AM,5914,100,73,1
07/29/2020 12:00:00 AM,6036,122,74,1
07/30/2020 12:00:00 AM,6120,84,78,4
07/31/2020 12:00:00 AM,6243,123,81,3
08/01/2020 12:00:00 AM,6312,69,82,1
08/02/2020 12:00:00 AM,6344,32,83,1
08/03/2020 12:00:00 AM,6503,159,85,2
08/04/2020 12:00:00 AM,6640,137,85,0
08/05/2020 12:00:00 AM,6783,143,87,2
08/06/2020 12:00:00 AM,6899,116,89,2
08/07/2020 12:00:00 AM,7005,106,89,0
08/08/2020 12:00:00 AM,7064,59,90,1
08/09/2020 12:00:00 AM,7096,32,90,0
08/10/2020 12:00:00 AM,7243,147,93,3
08/11/2020 12:00:00 AM,7385,142,94,1
08/12/2020 12:00:00 AM,7501,116,96,2
08/13/2020 12:00:00 AM,7636,135,100,4
08/14/2020 12:00:00 AM,7756,120,100,0
08/15/2020 12:00:00 AM,7814,58,101,1
08/16/2020 12:00:00 AM,7862,48,101,0
08/17/2020 12:00:00 AM,7970,108,102,1
08/18/2020 12:00:00 AM,8095,125,103,1
08/19/2020 12:00:00 AM,8211,116,106,3
08/20/2020 12:00:00 AM,8347,136,108,2
08/21/2020 12:00:00 AM,8439,92,110,2
08/22/2020 12:00:00 AM,8485,46,112,2
08/23/2020 12:00:00 AM,8532,47,114,2
08/24/2020 12:00:00 AM,8668,136,116,2
08/25/2020 12:00:00 AM,8779,111,118,2
08/26/2020 12:00:00 AM,8895,116,120,2
08/27/2020 12:00:00 AM,8991,96,121,1
08/28/2020 12:00:00 AM,9068,77,122,1
08/29/2020 12:00:00 AM,9098,30,123,1
08/30/2020 12:00:00 AM,9129,31,123,0
08/31/2020 12:00:00 AM,9216,87,125,2
09/01/2020 12:00:00 AM,9294,78,127,2
09/02/2020 12:00:00 AM,9387,93,128,1
09/03/2020 12:00:00 AM,9472,85,129,1
09/04/2020 12:00:00 AM,9547,75,130,1
09/05/2020 12:00:00 AM,9598,51,130,0
09/06/2020 12:00:00 AM,9638,40,131,1
09/07/2020 12:00:00 AM,9672,34,133,2
09/08/2020 12:00:00 AM,9769,97,134,1
09/09/2020 12:00:00 AM,9852,83,134,0
09/10/2020 12:00:00 AM,9944,92,137,3
09/11/2020 12:00:00 AM,10007,63,138,1
09/12/2020 12:00:00 AM,10058,51,140,2
09/13/2020 12:00:00 AM,10111,53,140,0
09/14/2020 12:00:00 AM,10225,114,141,1
09/15/2020 12:00:00 AM,10326,101,142,1
09/16/2020 12:00:00 AM,10430,104,143,1
09/17/2020 12:00:00 AM,10526,96,144,1
09/18/2020 12:00:00 AM,10629,103,145,1
09/19/2020 12:00:00 AM,10698,69,148,3
09/20/2020 12:00:00 AM,10750,52,151,3
09/21/2020 12:00:00 AM,10866,116,151,0
09/22/2020 12:00:00 AM,10984,118,152,1
09/23/2020 12:00:00 AM,11091,107,155,3
09/24/2020 12:00:00 AM,11218,127,155,0
09/25/2020 12:00:00 AM,11344,126,157,2
09/26/2020 12:00:00 AM,11419,75,158,1
09/27/2020 12:00:00 AM,11458,39,158,0
09/28/2020 12:00:00 AM,11568,110,159,1
09/29/2020 12:00:00 AM,11713,145,161,2
09/30/2020 12:00:00 AM,11823,110,161,0
10/01/2020 12:00:00 AM,11936,113,162,1
10/02/2020 12:00:00 AM,12051,115,164,2
10/03/2020 12:00:00 AM,12110,59,167,3
10/04/2020 12:00:00 AM,12160,50,168,1
10/05/2020 12:00:00 AM,12307,147,170,2
10/06/2020 12:00:00 AM,12464,157,172,2
10/07/2020 12:00:00 AM,12611,147,177,5
10/08/2020 12:00:00 AM,12761,150,179,2
10/09/2020 12:00:00 AM,12897,136,182,3
10/10/2020 12:00:00 AM,12961,64,184,2
10/11/2020 12:00:00 AM,13033,72,185,1
10/12/2020 12:00:00 AM,13203,170,186,1
10/13/2020 12:00:00 AM,13342,139,187,1
10/14/2020 12:00:00 AM,13457,115,188,1
10/15/2020 12:00:00 AM,13585,128,190,2
10/16/2020 12:00:00 AM,13686,101,196,6
10/17/2020 12:00:00 AM,13746,60,197,1
10/18/2020 12:00:00 AM,13781,35,200,3
10/19/2020 12:00:00 AM,13935,154,202,2
10/20/2020 12:00:00 AM,14066,131,205,3
10/21/2020 12:00:00 AM,14176,110,210,5
10/22/2020 12:00:00 AM,14332,156,213,3
10/23/2020 12:00:00 AM,14466,134,214,1
10/24/2020 12:00:00 AM,14567,101,216,2
10/25/2020 12:00:00 AM,14621,54,218,2
10/26/2020 12:00:00 AM,14772,151,219,1
10/27/2020 12:00:00 AM,14986,214,221,2
10/28/2020 12:00:00 AM,15181,195,225,4
10/29/2020 12:00:00 AM,15377,196,228,3
10/30/2020 12:00:00 AM,15571,194,232,4
10/31/2020 12:00:00 AM,15707,136,232,0
11/01/2020 12:00:00 AM,15809,102,237,5
11/02/2020 12:00:00 AM,16108,299,242,5
11/03/2020 12:00:00 AM,16352,244,245,3
11/04/2020 12:00:00 AM,16732,380,248,3
11/05/2020 12:00:00 AM,17139,407,251,3
11/06/2020 12:00:00 AM,17434,295,258,7
11/07/2020 12:00:00 AM,17631,197,262,4
11/08/2020 12:00:00 AM,17766,135,263,1
11/09/2020 12:00:00 AM,18139,373,267,4
11/10/2020 12:00:00 AM,18464,325,272,5
11/11/2020 12:00:00 AM,18795,331,274,2
11/12/2020 12:00:00 AM,19163,368,276,2
11/13/2020 12:00:00 AM,19425,262,278,2
11/14/2020 12:00:00 AM,19614,189,281,3
11/15/2020 12:00:00 AM,19745,131,281,0
11/16/2020 12:00:00 AM,20102,357,282,1
11/17/2020 12:00:00 AM,20450,348,283,1
11/18/2020 12:00:00 AM,20762,312,287,4
11/19/2020 12:00:00 AM,21084,322,291,4
11/20/2020 12:00:00 AM,21356,272,292,1
11/21/2020 12:00:00 AM,21492,136,297,5
11/22/2020 12:00:00 AM,21602,110,299,2
11/23/2020 12:00:00 AM,21973,371,303,4
11/24/2020 12:00:00 AM,22289,316,308,5
11/25/2020 12:00:00 AM,22553,264,309,1
11/26/2020 12:00:00 AM,22606,53,311,2
11/27/2020 12:00:00 AM,22825,219,314,3
11/28/2020 12:00:00 AM,22993,168,316,2
11/29/2020 12:00:00 AM,23104,111,320,4
11/30/2020 12:00:00 AM,23513,409,326,6
12/01/2020 12:00:00 AM,23824,311,330,4
12/02/2020 12:00:00 AM,24162,338,331,1
12/03/2020 12:00:00 AM,24488,326,336,5
12/04/2020 12:00:00 AM,24738,250,338,2
12/05/2020 12:00:00 AM,24905,167,340,2
12/06/2020 12:00:00 AM,25016,111,344,4
12/07/2020 12:00:00 AM,25362,346,346,2
12/08/2020 12:00:00 AM,25708,346,348,2
12/09/2020 12:00:00 AM,25963,255,349,1
12/10/2020 12:00:00 AM,26197,234,351,2
12/11/2020 12:00:00 AM,26429,232,352,1
12/12/2020 12:00:00 AM,26552,123,353,1
12/13/2020 12:00:00 AM,26662,110,355,2
12/14/2020 12:00:00 AM,26965,303,359,4
12/15/2020 12:00:00 AM,27194,229,361,2
12/16/2020 12:00:00 AM,27451,257,363,2
12/17/2020 12:00:00 AM,27688,237,367,4
12/18/2020 12:00:00 AM,27933,245,369,2
12/19/2020 12:00:00 AM,28062,129,373,4
12/20/2020 12:00:00 AM,28181,119,374,1
12/21/2020 12:00:00 AM,28495,314,379,5
12/22/2020 12:00:00 AM,28765,270,380,1
12/23/2020 12:00:00 AM,28979,214,382,2
12/24/2020 12:00:00 AM,29168,189,387,5
12/25/2020 12:00:00 AM,29210,42,392,5
12/26/2020 12:00:00 AM,29370,160,392,0
12/27/2020 12:00:00 AM,29493,123,394,2
12/28/2020 12:00:00 AM,29893,400,400,6
12/29/2020 12:00:00 AM,30214,321,403,3
12/30/2020 12:00:00 AM,30580,366,405,2
12/31/2020 12:00:00 AM,30785,205,411,6
01/01/2021 12:00:00 AM,30833,48,416,5
01/02/2021 12:00:00 AM,31011,178,418,2
01/03/2021 12:00:00 AM,31186,175,419,1
01/04/2021 12:00:00 AM,31582,396,422,3
01/05/2021 12:00:00 AM,31893,311,425,3
01/06/2021 12:00:00 AM,32174,281,428,3
01/07/2021 12:00:00 AM,32433,259,432,4
01/08/2021 12:00:00 AM,32678,245,435,3
01/09/2021 12:00:00 AM,32781,103,438,3
01/10/2021 12:00:00 AM,32891,110,442,4
01/11/2021 12:00:00 AM,33166,275,444,2
01/12/2021 12:00:00 AM,33343,177,445,1
01/13/2021 12:00:00 AM,33541,198,449,4
01/14/2021 12:00:00 AM,33748,207,454,5
01/15/2021 12:00:00 AM,33876,128,457,3
01/16/2021 12:00:00 AM,33970,94,463,6
01/17/2021 12:00:00 AM,34035,65,465,2
01/18/2021 12:00:00 AM,34176,141,472,7
01/19/2021 12:00:00 AM,34347,171,475,3
01/20/2021 12:00:00 AM,34493,146,479,4
01/21/2021 12:00:00 AM,34611,118,482,3
01/22/2021 12:00:00 AM,34729,118,488,6
01/23/2021 12:00:00 AM,34793,64,493,5
01/24/2021 12:00:00 AM,34840,47,494,1
01/25/2021 12:00:00 AM,34975,135,494,0
01/26/2021 12:00:00 AM,35115,140,497,3
01/27/2021 12:00:00 AM,35214,99,500,3
01/28/2021 12:00:00 AM,35300,86,502,2
01/29/2021 12:00:00 AM,35407,107,504,2
01/30/2021 12:00:00 AM,35470,63,504,0
01/31/2021 12:00:00 AM,35516,46,505,1
02/01/2021 12:00:00 AM,35633,117,508,3
02/02/2021 12:00:00 AM,35711,78,509,1
02/03/2021 12:00:00 AM,35811,100,510,1
02/04/2021 12:00:00 AM,35881,70,512,2
02/05/2021 12:00:00 AM,35964,83,513,1
02/06/2021 12:00:00 AM,36012,48,514,1
02/07/2021 12:00:00 AM,36040,28,517,3
02/08/2021 12:00:00 AM,36100,60,517,0
02/09/2021 12:00:00 AM,36139,39,521,4
02/10/2021 12:00:00 AM,36186,47,522,1
02/11/2021 12:00:00 AM,36235,49,524,2
02/12/2021 12:00:00 AM,36283,48,524,0
02/13/2021 12:00:00 AM,36310,27,528,4
02/14/2021 12:00:00 AM,36339,29,528,0
02/15/2021 12:00:00 AM,36372,33,528,0
02/16/2021 12:00:00 AM,36420,48,530,2
02/17/2021 12:00:00 AM,36459,39,531,1
02/18/2021 12:00:00 AM,36511,52,533,2
02/19/2021 12:00:00 AM,36551,40,537,4
02/20/2021 12:00:00 AM,36573,22,540,3
02/21/2021 12:00:00 AM,36597,24,541,1
02/22/2021 12:00:00 AM,36639,42,543,2
02/23/2021 12:00:00 AM,36672,33,545,2
02/24/2021 12:00:00 AM,36711,39,546,1
02/25/2021 12:00:00 AM,36754,43,548,2
02/26/2021 12:00:00 AM,36790,36,548,0
02/27/2021 12:00:00 AM,36810,20,549,1
02/28/2021 12:00:00 AM,36827,17,549,0
03/01/2021 12:00:00 AM,36856,29,550,1
03/02/2021 12:00:00 AM,36886,30,550,0
03/03/2021 12:00:00 AM,36917,31,553,3
03/04/2021 12:00:00 AM,36939,22,554,1
03/05/2021 12:00:00 AM,36971,32,554,0
03/06/2021 12:00:00 AM,36995,24,554,0
03/07/2021 12:00:00 AM,37009,14,554,0
03/08/2021 12:00:00 AM,37062,53,559,5
03/09/2021 12:00:00 AM,37087,25,559,0
03/10/2021 12:00:00 AM,37127,40,560,1
03/11/2021 12:00:00 AM,37157,30,560,0
03/12/2021 12:00:00 AM,37190,33,560,0
03/13/2021 12:00:00 AM,37211,21,560,0
03/14/2021 12:00:00 AM,37224,13,560,0
03/15/2021 12:00:00 AM,37263,39,562,2
03/16/2021 12:00:00 AM,37285,22,562,0
03/17/2021 12:00:00 AM,37312,27,562,0
03/18/2021 12:00:00 AM,37340,28,562,0
03/19/2021 12:00:00 AM,37366,26,563,1
03/20/2021 12:00:00 AM,37382,16,563,0
03/21/2021 12:00:00 AM,37404,22,563,0
03/22/2021 12:00:00 AM,37425,21,564,1
03/23/2021 12:00:00 AM,37450,25,564,0
03/24/2021 12:00:00 AM,37471,21,564,0
03/25/2021 12:00:00 AM,37495,24,565,1
03/26/2021 12:00:00 AM,37527,32,566,1
03/27/2021 12:00:00 AM,37538,11,566,0
03/28/2021 12:00:00 AM,37553,15,566,0
03/29/2021 12:00:00 AM,37581,28,566,0
03/30/2021 12:00:00 AM,37603,22,566,0
03/31/2021 12:00:00 AM,37633,30,566,0
04/01/2021 12:00:00 AM,37667,34,566,0
04/02/2021 12:00:00 AM,37702,35,566,0
04/03/2021 12:00:00 AM,37721,19,566,0
04/04/2021 12:00:00 AM,37736,15,566,0
04/05/2021 12:00:00 AM,37765,29,568,2
04/06/2021 12:00:00 AM,37798,33,568,0
04/07/2021 12:00:00 AM,37823,25,568,0
04/08/2021 12:00:00 AM,37848,25,570,2
04/09/2021 12:00:00 AM,37875,27,570,0
04/10/2021 12:00:00 AM,37901,26,571,1
04/11/2021 12:00:00 AM,37918,17,571,0
04/12/2021 12:00:00 AM,37971,53,571,0
04/13/2021 12:00:00 AM,38006,35,573,2
04/14/2021 12:00:00 AM,38036,30,573,0
04/15/2021 12:00:00 AM,38066,30,573,0
04/16/2021 12:00:00 AM,38103,37,573,0
04/17/2021 12:00:00 AM,38131,28,573,0
04/18/2021 12:00:00 AM,38154,23,575,2
04/19/2021 12:00:00 AM,38202,48,575,0
04/20/2021 12:00:00 AM,38232,30,575,0
04/21/2021 12:00:00 AM,38278,46,575,0
04/22/2021 12:00:00 AM,38314,36,575,0
04/23/2021 12:00:00 AM,38356,42,575,0
04/24/2021 12:00:00 AM,38393,37,575,0
04/25/2021 12:00:00 AM,38422,29,575,0
04/26/2021 12:00:00 AM,38489,67,576,1
04/27/2021 12:00:00 AM,38536,47,578,2
04/28/2021 12:00:00 AM,38588,52,578,0
04/29/2021 12:00:00 AM,38635,47,578,0
04/30/2021 12:00:00 AM,38665,30,579,1
05/01/2021 12:00:00 AM,38697,32,579,0
05/02/2021 12:00:00 AM,38729,32,580,1
05/03/2021 12:00:00 AM,38782,53,580,0
05/04/2021 12:00:00 AM,38822,40,582,2
05/05/2021 12:00:00 AM,38867,45,582,0
05/06/2021 12:00:00 AM,38904,37,582,0
05/07/2021 12:00:00 AM,38925,21,582,0
05/08/2021 12:00:00 AM,38949,24,583,1
05/09/2021 12:00:00 AM,38962,13,583,0
05/10/2021 12:00:00 AM,39002,40,584,1
05/11/2021 12:00:00 AM,39032,30,584,0
05/12/2021 12:00:00 AM,39067,35,584,0
05/13/2021 12:00:00 AM,39097,30,584,0
05/14/2021 12:00:00 AM,39119,22,585,1
05/15/2021 12:00:00 AM,39143,24,585,0
05/16/2021 12:00:00 AM,39167,24,586,1
05/17/2021 12:00:00 AM,39199,32,586,0
05/18/2021 12:00:00 AM,39243,44,588,2
05/19/2021 12:00:00 AM,39268,25,588,0
05/20/2021 12:00:00 AM,39297,29,588,0
05/21/2021 12:00:00 AM,39315,18,588,0
05/22/2021 12:00:00 AM,39329,14,589,1
05/23/2021 12:00:00 AM,39344,15,590,1
05/24/2021 12:00:00 AM,39376,32,592,2
05/25/2021 12:00:00 AM,39400,24,592,0
05/26/2021 12:00:00 AM,39425,25,592,0
05/27/2021 12:00:00 AM,39441,16,592,0
05/28/2021 12:00:00 AM,39453,12,592,0
05/29/2021 12:00:00 AM,39461,8,592,0
05/30/2021 12:00:00 AM,39469,8,592,0
05/31/2021 12:00:00 AM,39479,10,592,0
06/01/2021 12:00:00 AM,39499,20,592,0
06/02/2021 12:00:00 AM,39511,12,593,1
06/03/2021 12:00:00 AM,39534,23,593,0
06/04/2021 12:00:00 AM,39547,13,594,1
06/05/2021 12:00:00 AM,39561,14,594,0
06/06/2021 12:00:00 AM,39567,6,595,1
06/07/2021 12:00:00 AM,39590,23,596,1
06/08/2021 12:00:00 AM,39601,11,596,0
06/09/2021 12:00:00 AM,39620,19,597,1
06/10/2021 12:00:00 AM,39648,28,599,2
06/11/2021 12:00:00 AM,39663,15,600,1
06/12/2021 12:00:00 AM,39674,11,600,0
06/13/2021 12:00:00 AM,39693,19,600,0
06/14/2021 12:00:00 AM,39722,29,600,0
06/15/2021 12:00:00 AM,39738,16,602,2
06/16/2021 12:00:00 AM,39762,24,602,0
06/17/2021 12:00:00 AM,39782,20,602,0
06/18/2021 12:00:00 AM,39800,18,602,0
06/19/2021 12:00:00 AM,39816,16,602,0
06/20/2021 12:00:00 AM,39834,18,602,0
06/21/2021 12:00:00 AM,39862,28,602,0
06/22/2021 12:00:00 AM,39890,28,603,1
06/23/2021 12:00:00 AM,39922,32,603,0
06/24/2021 12:00:00 AM,39955,33,605,2
06/25/2021 12:00:00 AM,39984,29,606,1
06/26/2021 12:00:00 AM,40016,32,606,0
06/27/2021 12:00:00 AM,40041,25,606,0
06/28/2021 12:00:00 AM,40076,35,607,1
06/29/2021 12:00:00 AM,40115,39,607,0
06/30/2021 12:00:00 AM,40147,32,607,0
07/01/2021 12:00:00 AM,40180,33,608,1
07/02/2021 12:00:00 AM,40217,37,608,0
07/03/2021 12:00:00 AM,40255,38,608,0
07/04/2021 12:00:00 AM,40267,12,608,0
07/05/2021 12:00:00 AM,40316,49,609,1
07/06/2021 12:00:00 AM,40373,57,609,0
07/07/2021 12:00:00 AM,40437,64,609,0
07/08/2021 12:00:00 AM,40500,63,610,1
07/09/2021 12:00:00 AM,40559,59,611,1
07/10/2021 12:00:00 AM,40610,51,611,0
07/11/2021 12:00:00 AM,40667,57,611,0
07/12/2021 12:00:00 AM,40785,118,613,2
07/13/2021 12:00:00 AM,40877,92,613,0
07/14/2021 12:00:00 AM,40976,99,615,2
07/15/2021 12:00:00 AM,41098,122,615,0
07/16/2021 12:00:00 AM,41219,121,615,0
07/17/2021 12:00:00 AM,41309,90,617,2
07/18/2021 12:00:00 AM,41399,90,619,2
07/19/2021 12:00:00 AM,41528,129,619,0
